,Date,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
4699,12/11/2012,34.8,0.0,0.0,39.2,24.4,32.6,49.4,-8.2,0.0,0.0,11.6,13.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4700,13/11/2012,30.8,0.0,0.0,37.0,18.2,48.8,51.6,-8.2,0.0,0.0,12.85,14.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4701,14/11/2012,0.2,0.0,0.0,0.0,0.2,0.0,0.0,-8.2,0.0,0.0,12.1,12.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4702,15/11/2012,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-8.2,0.0,0.0,9.4,8.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4703,16/11/2012,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-8.2,0.0,0.0,8.7,7.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4704,17/11/2012,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-8.2,0.0,0.0,9.9,8.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4705,18/11/2012,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-8.2,0.0,0.0,10.2,9.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4706,19/11/2012,0.0,0.0,0.0,0.2,0.4,0.4,0.4,-8.2,0.0,0.0,9.9,10.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4707,20/11/2012,0.0,0.0,0.0,0.6,1.2,0.8,1.0,-8.2,0.0,0.0,11.55,10.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4708,21/11/2012,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-8.2,0.0,0.0,10.8,10.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4709,22/11/2012,0.0,0.0,0.0,0.2,0.2,0.0,0.2,-8.2,0.0,0.0,10.45,8.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4710,23/11/2012,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-8.2,0.0,0.0,11.75,10.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
4711,24/11/2012,0.0,0.0,0.0,0.2,0.4,0.4,0.2,-8.2,0.0,0.0,11.0,8.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4712,25/11/2012,0.0,0.0,0.0,0.4,0.2,0.2,0.4,-8.2,0.0,0.0,10.15,10.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4713,26/11/2012,0.0,0.0,0.0,0.2,0.4,0.4,0.2,-8.2,0.0,0.0,10.1,10.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4714,27/11/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.1,0.0,0.0,11.1,10.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4715,28/11/2012,64.4,0.0,0.0,42.4,88.2,38.0,37.8,-8.1,0.0,0.0,11.0,12.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4716,29/11/2012,17.8,0.0,0.0,22.8,11.4,19.0,14.2,-8.1,0.0,0.0,6.55,8.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4717,30/11/2012,13.6,0.0,0.0,9.0,7.8,14.2,11.6,-8.0,0.0,0.0,5.25,7.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4718,01/12/2012,3.0,0.0,0.0,1.6,1.6,2.4,0.8,-8.0,0.0,0.0,5.95,7.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4719,02/12/2012,3.2,0.0,0.0,5.4,7.8,5.4,1.2,-8.0,0.0,0.0,5.6,6.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4720,03/12/2012,7.8,0.0,0.0,5.6,2.2,6.8,4.0,-8.0,0.0,0.0,3.95,3.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4721,04/12/2012,0.2,0.0,0.0,0.0,0.0,0.2,0.0,-8.0,0.0,0.0,6.7,5.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4722,05/12/2012,0.0,0.0,0.0,3.4,5.4,2.2,1.0,-8.0,0.0,0.0,2.9,1.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4723,06/12/2012,7.4,0.0,0.0,8.2,3.0,5.4,2.2,-8.0,0.0,0.0,3.15,0.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4724,07/12/2012,1.0,0.0,0.0,0.2,0.2,3.4,0.2,-8.0,0.0,0.0,1.7,1.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4725,08/12/2012,10.6,0.0,0.0,11.0,19.4,8.6,9.0,-8.0,0.0,0.0,0.95,1.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4726,09/12/2012,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-8.0,0.0,0.0,2.05,2.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4727,10/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9,0.0,0.0,2.15,-0.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4728,11/12/2012,1.0,0.0,0.0,5.2,3.8,4.8,6.0,-7.9,0.0,0.0,4.1,2.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4729,12/12/2012,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-7.9,0.0,0.0,2.5,1.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4730,13/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.9,0.0,0.0,-0.7,-1.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4731,14/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.9,0.0,0.0,5.75,6.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4732,15/12/2012,2.8,0.0,0.0,2.4,6.4,7.4,1.2,-7.9,0.0,0.0,9.8,10.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4733,16/12/2012,6.8,0.0,0.0,3.8,2.2,16.4,0.4,-7.9,0.0,0.0,10.55,7.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4734,17/12/2012,0.2,0.0,0.0,0.2,0.2,41.0,0.4,-7.8,0.0,0.0,6.9,5.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4735,18/12/2012,14.2,0.0,0.0,12.4,14.6,592.2,9.6,-7.8,0.0,0.0,5.8,3.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4736,19/12/2012,0.0,0.0,0.0,0.6,0.2,603.2,0.2,-7.8,0.0,0.0,5.0,3.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4737,20/12/2012,0.4,0.0,0.0,0.0,0.2,182.0,0.0,-7.8,0.0,0.0,2.75,0.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4738,21/12/2012,4.4,0.0,0.0,5.2,1.8,0.0,5.8,-7.8,0.0,0.0,2.3,3.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4739,22/12/2012,0.2,0.0,0.0,0.2,0.4,0.2,0.4,-7.8,0.0,0.0,6.25,5.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4740,23/12/2012,0.0,0.0,0.0,0.0,0.0,153.4,0.2,-7.8,0.0,0.0,5.85,2.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4741,24/12/2012,0.0,0.0,0.0,0.2,0.2,519.8,0.0,-7.8,0.0,0.0,9.2,8.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4742,25/12/2012,0.0,0.0,0.0,0.0,0.0,537.8,0.0,-7.8,0.0,0.0,9.55,10.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4743,26/12/2012,0.0,0.0,0.0,0.6,0.2,212.0,0.0,-7.7,0.0,0.0,9.2,10.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4744,27/12/2012,4.2,0.0,0.0,9.4,4.0,117.2,9.0,-7.8,0.0,0.0,7.05,8.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4745,28/12/2012,1.2,0.0,0.0,1.2,2.0,19.0,1.4,-7.8,0.0,0.0,10.3,7.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4746,29/12/2012,0.0,0.0,0.0,0.0,0.0,464.8,0.0,-7.8,0.0,0.0,7.65,5.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4747,30/12/2012,0.0,0.0,0.0,0.0,0.2,606.6,0.2,-7.8,0.0,0.0,5.85,3.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4748,31/12/2012,0.0,0.0,0.0,0.0,0.0,168.8,0.0,-7.0792289300657725,0.0,0.0,7.0,4.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4749,01/01/2013,0.0,0.0,0.0,0.2,0.2,51.4,0.2,-7.8,0.0,0.0,4.4,1.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4750,02/01/2013,0.0,0.0,0.0,0.2,0.2,0.4,0.2,-7.7,0.0,0.0,5.55,6.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4751,03/01/2013,0.0,0.4,0.0,0.0,0.2,0.0,0.2,-7.8,0.0,0.0,7.65,6.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4752,04/01/2013,0.0,0.0,0.0,0.2,0.2,0.2,0.0,-7.8,0.0,0.0,7.05,3.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4753,05/01/2013,0.0,0.2,0.0,0.0,0.0,0.0,0.2,-7.7,0.0,0.0,7.85,6.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4754,06/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.7,0.0,0.0,8.05,6.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4755,07/01/2013,0.0,0.2,0.0,0.0,0.2,0.0,0.2,-7.7,0.0,0.0,9.0,5.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4756,08/01/2013,0.0,0.2,0.0,0.2,0.2,0.2,0.0,-7.8,0.0,0.0,5.4,2.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4757,09/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.8,0.0,0.0,8.3,7.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4758,10/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.7,0.0,0.0,6.75,6.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4759,11/01/2013,0.0,3.8,0.0,6.0,0.6,7.2,1.2,-7.7,0.0,0.0,5.1,4.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4760,12/01/2013,0.0,4.4,0.0,3.0,4.6,6.8,3.2,-7.7,0.0,0.0,5.35,4.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4761,13/01/2013,0.0,2.6,0.0,1.4,1.6,1.8,2.6,-7.7,0.0,0.0,4.85,5.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4762,14/01/2013,0.0,12.0,0.0,23.8,16.0,194.6,16.0,-7.7,0.0,0.0,4.75,6.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4763,15/01/2013,0.0,1.2,0.0,2.8,2.2,576.0,2.4,-7.7,0.0,0.0,4.35,4.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4764,16/01/2013,0.0,14.2,0.0,5.2,7.0,609.2,5.6,-7.7,0.0,0.0,1.65,3.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4765,17/01/2013,0.0,2.2,0.0,3.6,3.0,452.4,2.0,-7.7,0.0,0.0,1.0,2.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4766,18/01/2013,0.0,0.2,0.0,0.0,1.2,507.8,0.8,-7.7,0.0,0.0,2.6,2.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4767,19/01/2013,0.0,1.6,0.0,0.0,0.0,591.0,0.0,-7.7,0.0,0.0,1.6,1.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4768,20/01/2013,0.0,17.8,0.0,16.0,5.8,510.6,10.2,-7.7,0.0,0.0,7.75,8.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4769,21/01/2013,0.0,12.6,0.0,11.8,14.8,163.6,34.8,-7.7,0.0,0.0,6.35,7.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4770,22/01/2013,0.0,0.8,0.0,2.0,1.0,0.8,0.8,-7.6,0.0,0.0,4.15,5.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4771,23/01/2013,0.0,9.6,0.0,7.8,12.2,11.4,2.8,-7.6,0.0,0.0,3.0,3.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4772,24/01/2013,0.0,1.6,0.0,1.0,0.4,0.8,5.0,-7.6,0.0,0.0,4.15,4.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4773,25/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.6,0.0,0.0,3.0,2.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4774,26/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6,0.0,0.0,2.55,2.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4775,27/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6,0.0,0.0,3.55,2.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4776,28/01/2013,0.0,4.4,0.0,5.0,4.4,4.2,5.0,-7.6,0.0,0.0,2.05,3.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4777,29/01/2013,0.0,6.8,0.0,6.8,6.4,7.4,7.0,-7.6,0.0,0.0,5.9,5.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4778,30/01/2013,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-7.6,0.0,0.0,9.2,8.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4779,31/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6,0.0,0.0,10.85,9.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4780,01/02/2013,0.0,0.2,0.0,0.0,0.0,0.2,0.0,-7.6,0.0,0.0,8.45,8.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4781,02/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,5.55,7.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4782,03/02/2013,0.0,12.6,0.0,14.2,6.0,21.4,30.2,-7.5,0.0,0.0,3.25,3.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4783,04/02/2013,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-7.5,0.0,0.0,5.4,3.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4784,05/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.5,0.0,0.0,6.3,4.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4785,06/02/2013,0.0,1.4,0.0,3.2,2.0,1.2,1.4,-7.5,0.0,0.0,6.05,7.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
4786,07/02/2013,0.0,5.6,0.0,4.6,8.4,4.6,7.4,-7.5,0.0,0.0,2.4,4.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4787,08/02/2013,0.0,0.2,0.0,0.0,0.6,0.6,0.0,-7.5,0.0,0.0,2.95,2.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4788,09/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,1.45,0.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4789,10/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.75,0.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4790,11/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.4,0.0,0.0,1.8,2.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4791,12/02/2013,0.0,16.2,0.0,19.2,20.8,9.0,23.6,-7.4,0.0,0.0,3.8,4.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4792,13/02/2013,0.0,0.2,0.0,0.0,0.2,0.2,0.2,-7.4,0.0,0.0,3.8,4.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4793,14/02/2013,0.0,0.0,0.0,0.0,0.2,0.0,0.2,-7.4,0.0,0.0,4.75,4.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4794,15/02/2013,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-7.4,0.0,0.0,3.75,2.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4795,16/02/2013,0.0,0.2,0.0,2.0,0.2,0.6,0.0,-7.4,0.0,0.0,5.05,3.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4796,17/02/2013,0.0,0.0,0.0,0.2,0.2,0.0,0.2,-7.4,0.0,0.0,5.0,3.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4797,18/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,0.0,0.0,3.75,3.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4798,19/02/2013,0.0,0.0,0.0,0.2,0.0,0.8,0.0,-7.4,0.0,0.0,3.6,2.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4799,20/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-7.4,0.0,0.0,4.7,3.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4800,21/02/2013,0.0,0.0,0.0,0.2,0.2,0.4,0.0,-7.4,0.0,0.0,4.85,6.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4801,22/02/2013,0.0,5.6,0.0,8.2,5.8,6.4,5.2,-7.4,0.0,0.0,1.25,2.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4802,23/02/2013,0.0,8.2,0.0,9.8,6.0,7.0,10.0,-7.3,0.0,0.0,0.75,3.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4803,24/02/2013,0.0,29.8,0.0,30.8,14.8,7.0,24.4,-7.3,0.0,0.0,2.05,4.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4804,25/02/2013,0.0,2.2,0.0,3.4,4.0,10.2,1.0,-7.3,0.0,0.0,0.65,2.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4805,26/02/2013,0.0,10.8,0.0,9.8,11.4,0.2,1.8,-7.3,0.0,0.0,4.55,4.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4806,27/02/2013,0.0,0.0,0.0,0.2,0.0,2.6,0.0,-7.3,0.0,0.0,4.05,3.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4807,28/02/2013,0.0,0.2,0.0,0.0,0.0,0.0,0.2,-7.3,0.0,0.0,5.95,4.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4808,01/03/2013,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-7.3,0.0,0.0,5.8,6.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4809,02/03/2013,0.0,2.0,0.0,1.6,2.2,2.6,1.0,-7.3,0.0,0.0,6.95,5.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4810,03/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.3,0.0,0.0,7.4,6.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4811,04/03/2013,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-7.2,0.0,0.0,8.2,6.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4812,05/03/2013,0.0,0.2,0.0,0.0,0.0,0.2,0.0,-7.2,0.0,0.0,6.4,5.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4813,06/03/2013,0.0,10.2,0.0,8.6,6.8,2.8,1.6,-7.2,0.0,0.0,7.15,8.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4814,07/03/2013,0.0,22.4,0.0,6.4,2.0,0.0,0.0,-7.2,0.0,0.0,10.3,11.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4815,08/03/2013,0.0,1.2,0.0,0.2,0.0,0.0,0.0,-7.2,0.0,0.0,8.8,10.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4816,09/03/2013,0.0,3.2,0.0,5.8,11.8,0.2,0.2,-7.2,0.0,0.0,10.6,11.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4817,10/03/2013,0.0,6.4,0.0,4.0,8.0,4.6,3.8,-7.1,0.0,0.0,10.5,10.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4818,11/03/2013,0.0,9.8,0.0,8.4,7.6,9.4,9.4,-7.1,0.0,0.0,8.35,9.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4819,12/03/2013,0.0,7.0,0.0,17.2,26.8,8.8,10.6,-7.1,0.0,0.0,8.35,9.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4820,13/03/2013,0.0,7.2,0.0,0.4,4.8,14.4,1.4,-7.1,0.0,0.0,5.2,7.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4821,14/03/2013,0.0,31.2,0.0,4.8,10.2,5.8,4.6,-7.0,0.0,0.0,5.8,6.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4822,15/03/2013,0.0,0.2,0.0,0.0,0.0,200.6,0.4,-7.0,0.0,0.0,3.55,3.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4823,16/03/2013,0.0,0.0,0.0,0.2,0.0,438.6,0.0,-7.1,0.0,0.0,3.45,2.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4824,17/03/2013,0.0,0.0,0.0,0.0,0.0,119.2,0.0,-7.0,0.0,0.0,4.25,5.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4825,18/03/2013,0.0,24.6,0.0,12.6,10.2,63.2,12.4,-7.0,0.0,0.0,8.45,10.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
4826,19/03/2013,0.0,13.0,0.0,5.4,8.0,480.0,8.2,-7.0,0.0,0.0,9.5,8.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4827,20/03/2013,0.0,0.0,0.0,0.0,0.0,144.0,0.0,-6.9,0.0,0.0,7.8,6.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4828,21/03/2013,0.0,10.4,0.0,6.0,5.6,6.8,6.0,-6.9,0.0,0.0,9.25,8.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4829,22/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-6.9,0.0,0.0,9.1,7.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4830,23/03/2013,0.0,0.2,0.0,0.2,0.2,0.2,0.0,-6.9,0.0,0.0,9.6,9.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4831,24/03/2013,0.0,0.0,0.0,0.0,0.0,0.2,0.4,-6.9,0.0,0.0,11.45,12.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4832,25/03/2013,0.0,0.2,0.0,0.2,0.6,0.4,0.8,-6.9,0.0,0.0,7.25,9.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4833,26/03/2013,0.0,0.8,0.0,2.4,4.8,0.8,1.2,-6.9,0.0,0.0,6.75,7.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4834,27/03/2013,0.0,0.2,0.0,0.0,1.2,0.0,0.2,-6.8,0.0,0.0,6.75,7.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4835,28/03/2013,0.0,0.0,0.0,0.8,0.4,0.0,0.0,-6.8,0.0,0.0,9.45,10.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4836,29/03/2013,0.0,0.4,0.0,0.4,0.2,1.0,0.0,-6.8,0.0,0.0,12.35,13.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4837,30/03/2013,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-6.8,0.0,0.0,9.1,10.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4838,31/03/2013,0.0,7.6,0.0,6.4,11.6,12.0,7.8,-6.8,0.0,0.0,9.65,9.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4839,01/04/2013,0.0,0.4,0.0,0.0,0.2,0.2,2.2,-6.7,0.0,0.0,9.55,8.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4840,02/04/2013,0.0,20.0,0.0,12.8,13.0,12.8,11.6,-6.7,0.0,0.0,9.65,10.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4841,03/04/2013,0.0,1.6,0.0,3.8,0.2,5.8,7.0,-6.7,0.0,0.0,9.55,9.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4842,04/04/2013,0.0,0.2,0.0,0.0,0.2,0.4,0.0,-6.7,0.0,0.0,7.85,8.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4843,05/04/2013,0.0,15.4,0.0,10.2,13.8,17.6,13.6,-6.7,0.0,0.0,8.85,8.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4844,06/04/2013,0.0,0.8,0.0,1.0,4.6,0.6,0.2,-6.7,0.0,0.0,10.8,10.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4845,07/04/2013,0.0,1.8,0.0,0.0,0.0,0.2,0.0,-6.7,0.0,0.0,10.6,9.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4846,08/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-6.7,0.0,0.0,8.6,8.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4847,09/04/2013,0.0,1.8,0.0,2.2,2.4,5.4,6.8,-6.7,0.0,0.0,10.7,10.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4848,10/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,12.75,11.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4849,11/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,12.2,10.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4850,12/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-6.6,0.0,0.0,12.95,13.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4851,13/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,13.65,12.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4852,14/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,15.65,13.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4853,15/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,16.95,14.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4854,16/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,16.05,14.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4855,17/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,19.05,16.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4856,18/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,18.7,16.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4857,19/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-6.6,0.0,0.0,18.25,15.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4858,20/04/2013,0.0,0.2,0.0,0.2,0.0,0.0,0.0,-6.6,0.0,0.0,11.8,12.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
