,Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
3186,03/12/2014,5.2,-21.8,-21.4,12.1,12.6,-25772.256,3.0
3187,04/12/2014,32.6,-21.83,-21.44,12.2,12.3,-27050.976,3.1
3188,05/12/2014,0.6,-21.91,-21.46,9.6,9.3,-27669.6,3.1
3189,06/12/2014,0.1,-21.89,-21.47,10.0,9.4,-27836.352,3.1
3190,07/12/2014,3.2,-21.84,-21.43,9.8,9.2,-26525.664,3.1
3191,08/12/2014,0.0,-21.84,-21.43,8.2,7.7,-26684.64,3.0
3192,09/12/2014,0.0,-21.84,-21.44,7.6,7.0,-26166.24,3.0
3193,10/12/2014,0.0,-21.88,-21.49,7.7,7.3,-28184.544,2.9
3194,11/12/2014,0.0,-21.88,-21.48,3.9,4.4,-27779.328,2.9
3195,12/12/2014,0.0,-21.83,-21.48,2.6,3.1,-27243.648,2.9
3196,13/12/2014,0.0,-21.81,-21.42,9.4,8.8,-27381.024,2.9
3197,14/12/2014,0.0,-21.77,-21.39,10.6,10.4,-26603.424,2.9
3198,15/12/2014,1.6,-21.79,-21.38,9.5,9.3,-26828.928,2.9
3199,16/12/2014,1.7,-21.71,-21.28,8.9,8.7,-26122.176,2.9
3200,17/12/2014,1.5,-21.73,-21.3,9.3,9.0,-27498.528,3.0
3201,18/12/2014,0.0,-21.78,-21.36,7.3,7.1,-26527.392,3.0
3202,19/12/2014,0.1,-21.78,-21.38,6.2,6.5,-27195.264,2.9
3203,20/12/2014,0.0,-21.81,-21.35,6.5,6.4,-28705.536,2.9
3204,21/12/2014,0.0,-21.75,-21.34,6.7,7.7,-25728.192,2.9
3205,22/12/2014,0.0,-21.73,-21.35,7.6,7.5,-26872.128,2.8
3206,23/12/2014,0.0,-21.76,-21.33,9.8,9.3,-27648.864,2.9
3207,24/12/2014,0.0,-21.74,-21.28,10.1,9.6,-27725.76,2.8
3208,25/12/2014,0.0,-21.41,-21.17,9.8,9.2,-22263.552,2.8
3209,26/12/2014,0.0,-21.42,-21.08,7.2,6.7,-22132.224,2.8
3210,27/12/2014,14.2,-21.61,-21.1,3.6,3.3,-27508.896,2.8
3211,28/12/2014,1.2,-21.43,-21.03,3.9,3.7,-25790.4,3.0
3212,29/12/2014,0.0,-21.63,-21.21,2.4,2.3,-27063.936,3.0
3213,30/12/2014,0.0,-21.67,-21.27,0.5,0.2,-27514.08,2.9
3214,31/12/2014,0.1,-21.83,-21.29,-0.1,-0.5,-30247.776,2.9
3215,01/01/2015,0.0,-21.72,-21.32,3.4,3.4,-28664.064,2.9
3216,02/01/2015,0.0,-21.62,-21.24,6.1,5.9,-27330.048,2.8
3217,03/01/2015,0.0,-21.72,-21.22,5.4,5.4,-29812.32,2.9
3218,04/01/2015,0.0,-21.55,-21.18,11.0,11.0,-28280.448,2.8
3219,05/01/2015,0.0,-21.69,-21.27,4.9,4.6,-28127.52,2.8
3220,06/01/2015,0.0,-21.49,-21.14,3.2,3.4,-25876.8,2.8
3221,07/01/2015,0.0,-21.59,-21.2,5.8,5.3,-27009.504,2.9
3222,08/01/2015,0.0,-21.64,-21.24,7.4,7.4,-28740.096,2.8
3223,09/01/2015,0.0,-21.62,-21.23,8.9,8.2,-28386.72,2.8
3224,10/01/2015,0.0,-21.61,-21.16,7.8,7.4,-28502.496,2.8
3225,11/01/2015,0.0,-21.45,-21.06,11.9,10.7,-26857.44,2.8
3226,12/01/2015,0.0,-21.63,-21.22,5.6,5.1,-26936.064,2.8
3227,13/01/2015,0.0,-21.68,-21.21,3.1,3.7,-27795.744,2.8
3228,14/01/2015,0.0,-21.55,-21.14,6.5,5.7,-27082.944,2.8
3229,15/01/2015,0.0,-21.52,-21.13,7.3,7.6,-27123.552,2.7
3230,16/01/2015,0.0,-21.52,-21.11,6.9,6.9,-27375.84,2.8
3231,17/01/2015,0.0,-21.52,-21.08,12.1,11.6,-28178.496,2.8
3232,18/01/2015,0.0,-21.52,-21.09,8.6,8.2,-27183.168,2.7
3233,19/01/2015,0.0,-21.51,-21.09,3.9,4.5,-26663.904,2.7
3234,20/01/2015,2.1,-21.45,-21.02,6.6,6.3,-24492.672,2.8
3235,21/01/2015,3.1,-21.49,-21.04,7.9,7.9,-25954.56,2.7
3236,22/01/2015,4.7,-21.48,-21.05,8.2,8.0,-26753.76,2.8
3237,23/01/2015,0.2,-21.55,-21.04,9.3,8.9,-28179.36,2.8
3238,24/01/2015,0.0,-21.54,-21.1,8.2,7.5,-27565.056,3.0
3239,25/01/2015,0.0,-21.57,-21.13,6.4,5.8,-27349.056,3.0
3240,26/01/2015,0.0,-21.61,-21.18,4.9,4.3,-26827.2,3.0
3241,27/01/2015,0.0,-21.61,-21.17,2.8,3.1,-26647.488,3.0
3242,28/01/2015,0.0,-21.58,-21.15,3.0,2.9,-26075.52,2.9
3243,29/01/2015,1.9,-21.43,-21.08,2.0,1.7,-24355.296,2.9
3244,30/01/2015,16.3,-21.37,-20.88,6.8,6.6,-25964.928,2.9
3245,31/01/2015,3.5,-21.51,-21.02,5.2,4.9,-27420.768,3.6
3246,01/02/2015,5.5,-21.57,-21.09,3.1,2.5,-26764.128,3.1
3247,02/02/2015,0.0,-21.59,-21.16,1.0,0.7,-25234.848,3.1
3248,03/02/2015,1.2,-21.45,-21.1,3.4,2.8,-24395.904,3.0
3249,04/02/2015,8.4,-21.39,-21.04,5.9,5.5,-24389.856,3.2
3250,05/02/2015,21.4,-21.33,-21.0,6.1,6.7,-24301.728,3.5
3251,06/02/2015,9.2,-21.4,-21.04,5.8,5.3,-27349.056,3.7
3252,07/02/2015,0.0,-21.78,-21.23,5.5,5.0,-28607.04,3.7
3253,08/02/2015,0.5,-21.49,-21.15,2.7,3.3,-27031.104,3.5
3254,09/02/2015,0.0,-21.56,-21.23,3.0,2.7,-26802.144,3.3
3255,10/02/2015,0.0,-21.5,-21.18,6.8,7.1,-26698.464,3.2
3256,11/02/2015,0.0,-21.43,-21.14,8.8,8.3,-25692.768,3.1
3257,12/02/2015,0.0,-21.47,-21.12,6.2,6.6,-25467.264,3.1
3258,13/02/2015,0.0,-21.43,-21.09,5.8,5.6,-24534.144,3.1
3259,14/02/2015,1.7,-21.42,-21.06,7.7,7.1,-26263.008,3.0
3260,15/02/2015,0.0,-21.37,-21.0,6.5,6.1,-24865.92,3.0
3261,16/02/2015,0.0,-21.35,-21.01,8.8,9.0,-25602.048,3.0
3262,17/02/2015,0.0,-21.43,-21.09,9.4,10.2,-27070.848,3.0
3263,18/02/2015,0.0,-21.64,-21.17,7.8,7.1,-26960.256,3.0
3264,19/02/2015,0.0,-21.57,-21.16,5.3,5.8,-28061.856,2.9
3265,20/02/2015,0.0,-21.57,-21.09,5.2,5.4,-26373.6,2.9
3266,21/02/2015,1.8,-21.38,-20.99,7.8,7.2,-27526.176,2.9
3267,22/02/2015,2.8,-21.28,-20.87,8.6,8.1,-25089.696,2.9
3268,23/02/2015,0.1,-21.27,-20.91,9.9,9.0,-25121.664,2.9
3269,24/02/2015,1.9,-21.2,-20.86,10.7,9.8,-25072.416,2.9
3270,25/02/2015,0.0,-21.29,-20.92,9.2,8.6,-24996.384,3.3
3271,26/02/2015,0.0,-21.33,-20.97,9.5,8.7,-24826.176,3.4
3272,27/02/2015,0.0,-21.26,-20.92,8.6,8.7,-25925.184,3.1
3273,28/02/2015,0.0,-21.44,-20.99,8.0,8.1,-27867.456,3.0
3274,01/03/2015,0.0,-21.3,-20.95,7.8,7.7,-24647.328,3.0
3275,02/03/2015,0.7,-21.26,-20.89,11.2,10.6,-23424.768,3.0
3276,03/03/2015,0.0,-21.11,-20.84,13.8,13.2,-23256.288,3.0
3277,04/03/2015,12.0,-21.28,-20.89,9.7,8.6,-24155.712,3.0
3278,05/03/2015,15.6,-21.18,-20.82,5.3,4.9,-22929.696,3.4
3279,06/03/2015,6.1,-21.25,-20.9,5.7,5.7,-24036.48,3.8
3280,07/03/2015,0.0,-21.31,-20.92,7.2,6.9,-25748.928,3.5
3281,08/03/2015,0.0,-21.15,-20.83,8.2,7.9,-24045.984,3.3
3282,09/03/2015,0.0,-21.09,-20.81,8.4,8.2,-23755.68,3.2
3283,10/03/2015,0.0,-21.24,-20.85,6.8,7.0,-24982.56,3.1
3284,11/03/2015,0.0,-21.23,-20.84,8.4,8.1,-25937.28,3.1
3285,12/03/2015,0.0,-21.14,-20.8,8.4,7.7,-24983.424,3.1
3286,13/03/2015,0.0,-21.04,-20.75,8.0,7.1,-24489.216,3.0
3287,14/03/2015,0.0,-21.16,-20.79,7.8,7.4,-25852.608,3.0
3288,15/03/2015,10.1,-21.04,-20.75,8.1,7.6,-22940.928,3.0
3289,16/03/2015,15.9,-21.02,-20.75,8.9,8.6,-23370.336,3.1
3290,17/03/2015,3.7,-20.84,-20.78,11.5,11.0,-23728.032,3.3
3291,18/03/2015,0.0,-21.06,-20.84,11.6,11.6,-26795.232,3.2
3292,19/03/2015,0.0,-20.92,-20.84,10.1,10.1,-24663.744,3.1
3293,20/03/2015,0.0,-21.04,-20.84,10.0,10.4,-21949.056,3.1
3294,21/03/2015,0.0,-21.01,-20.8,9.2,8.5,-25881.12,3.0
3295,22/03/2015,0.5,-20.84,-20.74,9.0,8.3,-23792.832,3.0
3296,23/03/2015,0.0,-20.8,-20.71,13.8,12.8,-24558.336,3.0
3297,24/03/2015,0.0,-20.95,-20.71,13.9,13.5,-25422.336,2.9
3298,25/03/2015,21.6,-20.63,-20.54,12.6,12.2,-22304.16,3.0
3299,26/03/2015,1.6,-20.93,-20.68,14.9,14.3,-27416.448,3.5
3300,27/03/2015,5.6,-20.98,-20.77,10.7,10.3,-27026.784,3.5
3301,28/03/2015,0.0,-21.03,-20.78,11.8,11.0,-26843.616,3.4
3302,29/03/2015,0.0,-20.84,-20.73,11.6,11.1,-26312.256,3.2
3303,30/03/2015,0.0,-20.74,-20.67,14.5,13.6,-24852.96,3.1
3304,31/03/2015,0.0,-20.73,-20.67,14.8,13.7,-26127.36,3.1
3305,01/04/2015,0.0,-20.9,-20.7,15.6,15.0,-27446.688,3.1
3306,02/04/2015,0.0,-20.72,-20.66,12.2,11.2,-24678.432,3.0
3307,03/04/2015,0.0,-20.98,-20.73,10.9,10.2,-27033.696,3.0
3308,04/04/2015,3.0,-20.78,-20.65,10.6,9.7,-27043.2,3.0
3309,05/04/2015,0.3,-20.59,-20.57,8.6,7.5,-22579.776,3.1
3310,06/04/2015,0.0,-20.52,-20.56,7.9,6.9,-21386.592,3.0
3311,07/04/2015,0.6,-20.75,-20.67,6.2,5.3,-25584.768,3.0
3312,08/04/2015,0.0,-20.62,-20.62,9.1,7.9,-24858.144,2.9
3313,09/04/2015,0.0,-20.75,-20.64,11.4,10.4,-25801.632,2.9
3314,10/04/2015,0.0,-20.73,-20.62,12.8,12.1,-27568.512,2.9
3315,11/04/2015,0.0,-20.8,-20.64,11.9,10.8,-27863.136,2.9
3316,12/04/2015,0.0,-20.66,-20.58,14.1,13.1,-26667.36,2.9
3317,13/04/2015,0.0,-20.71,-20.58,15.3,14.6,-28042.848,2.8
3318,14/04/2015,0.0,-20.75,-20.57,16.4,15.2,-27676.512,2.8
3319,15/04/2015,0.0,-20.77,-20.56,17.0,16.2,-27789.696,2.8
3320,16/04/2015,0.0,-20.82,-20.58,17.1,15.9,-28295.136,2.8
3321,17/04/2015,0.3,-20.78,-20.54,14.7,13.5,-26863.488,2.8
3322,18/04/2015,0.0,-20.58,-20.45,14.7,13.7,-26576.64,2.8
3323,19/04/2015,0.2,-20.69,-20.52,13.2,12.1,-27557.28,2.8
3324,20/04/2015,0.0,-20.52,-20.48,13.3,12.9,-25734.24,2.8
3325,21/04/2015,0.0,-20.8,-20.58,15.7,14.7,-29480.544,2.8
3326,22/04/2015,0.0,-20.98,-20.61,16.0,14.9,-29047.68,2.7
3327,23/04/2015,0.0,-20.66,-20.51,15.8,14.1,-28069.632,2.7
3328,24/04/2015,0.0,-20.47,-20.39,16.9,11.7,-28075.68,2.7
3329,25/04/2015,0.0,-20.55,-20.41,16.8,0.0,-29100.384,0.0
3330,26/04/2015,0.0,-20.49,-20.35,17.1,0.0,-27154.656,0.0
3331,27/04/2015,2.7,-20.38,-20.26,15.6,0.0,-24995.52,0.0
3332,28/04/2015,10.2,-20.33,-20.23,12.7,0.0,-25657.344,0.0
3333,29/04/2015,0.4,-20.36,-20.28,15.8,0.0,-26785.728,0.0
3334,30/04/2015,0.6,-20.4,-20.28,15.6,0.0,-26477.28,0.0
3335,01/05/2015,0.0,-20.37,-20.23,15.7,0.0,-27179.712,0.0
3336,02/05/2015,0.4,-20.23,-20.17,18.8,0.0,-25064.64,0.0
3337,03/05/2015,0.0,-20.28,-20.2,19.4,0.0,-27105.408,0.0
3338,04/05/2015,0.0,-20.37,-20.23,21.5,0.0,-28057.536,0.0
3339,05/05/2015,0.0,-20.4,-20.24,23.2,0.0,-29104.704,0.0
3340,06/05/2015,0.0,-20.46,-20.26,22.2,0.0,-29703.456,0.0
3341,07/05/2015,0.0,-20.37,-20.26,21.3,0.0,-29380.32,0.0
3342,08/05/2015,0.0,-20.49,-20.31,19.9,0.0,-30075.84,0.0
3343,09/05/2015,0.0,-20.51,-20.33,20.2,0.0,-30513.888,0.0
3344,10/05/2015,0.0,-20.52,-20.37,21.3,0.0,-31071.168,0.0
3345,11/05/2015,0.0,-20.45,-20.37,20.3,0.0,-29198.016,0.0
3346,12/05/2015,0.0,-20.57,-20.38,21.3,0.0,-30258.144,0.0
3347,13/05/2015,0.0,-20.62,-20.4,21.1,0.0,-31345.92,0.0
3348,14/05/2015,0.0,-20.54,-20.33,20.6,0.0,-30297.888,0.0
3349,15/05/2015,0.0,-20.56,-20.33,21.5,0.0,-31325.184,0.0
3350,16/05/2015,0.0,-20.6,-20.4,17.7,0.0,-30407.616,0.0
3351,17/05/2015,0.0,-20.51,-20.36,22.8,0.0,-29692.224,0.0
3352,18/05/2015,0.0,-20.6,-20.38,22.8,0.0,-31958.496,0.0
3353,19/05/2015,0.0,-20.69,-20.44,23.0,0.0,-33829.92,0.0
3354,20/05/2015,0.0,-20.67,-20.45,20.9,0.0,-30045.6,0.0
3355,21/05/2015,0.0,-20.59,-20.44,18.1,0.0,-29742.336,0.0
3356,22/05/2015,52.0,-20.55,-20.39,11.1,0.0,-26298.432,0.0
3357,23/05/2015,10.4,-20.46,-20.36,13.1,0.0,-27857.952,0.0
3358,24/05/2015,0.6,-20.37,-20.33,15.1,0.0,-25519.968,0.0
3359,25/05/2015,0.0,-20.37,-20.3,16.5,0.0,-25574.4,0.0
3360,26/05/2015,8.7,-20.44,-20.34,16.8,0.0,-23598.432,0.0
3361,27/05/2015,0.0,-20.44,-20.36,16.3,0.0,-23870.592,0.0
3362,28/05/2015,0.0,-20.48,-20.39,17.3,0.0,-24709.536,0.0
3363,29/05/2015,0.0,-20.55,-20.4,19.6,0.0,-25536.384,0.0
3364,30/05/2015,0.0,-20.48,-20.38,20.4,0.0,-24415.776,0.0
3365,31/05/2015,0.0,-20.42,-20.35,21.3,0.0,-21479.904,0.0
3366,01/06/2015,0.0,-20.46,-20.37,22.2,0.0,-23970.816,0.0
3367,02/06/2015,0.0,-20.54,-20.4,23.5,0.0,-24921.216,0.0
3368,03/06/2015,0.0,-20.7,-20.47,24.2,0.0,-26434.944,0.0
3369,04/06/2015,0.0,-20.86,-20.55,24.6,0.0,-27652.32,0.0
3370,05/06/2015,0.0,-20.75,-20.53,25.8,0.0,-27306.72,0.0
3371,06/06/2015,0.0,-20.81,-20.58,25.6,0.0,-27508.896,0.0
3372,07/06/2015,0.0,-20.9,-20.62,24.7,0.0,-27693.792,0.0
3373,08/06/2015,0.0,-20.86,-20.6,22.4,0.0,-26258.688,0.0
3374,09/06/2015,5.2,-20.81,-20.6,21.4,0.0,-24595.488,0.0
3375,10/06/2015,0.0,-20.8,-20.61,22.9,0.0,-25284.96,0.0
3376,11/06/2015,0.0,-21.01,-20.49,23.9,0.0,-26231.04,0.0
3377,12/06/2015,0.0,-20.95,-20.49,24.2,0.0,-25068.096,0.0
3378,13/06/2015,0.0,-21.06,-20.51,24.8,0.0,-26728.704,0.0
3379,14/06/2015,0.4,-20.83,-20.42,22.5,0.0,-21347.712,0.0
3380,15/06/2015,0.0,-20.69,-20.36,22.7,0.0,-19239.552,0.0
3381,16/06/2015,0.0,-20.75,-20.37,23.6,0.0,-21288.96,0.0
3382,17/06/2015,7.0,-20.74,-20.37,19.6,0.0,-20734.272,0.0
3383,18/06/2015,0.0,-20.86,-20.44,19.9,0.0,-24185.952,0.0
3384,19/06/2015,1.3,-20.84,-20.44,20.7,0.0,-22451.904,0.0
3385,20/06/2015,0.5,-20.78,-20.44,21.1,0.0,-20228.832,0.0
3386,21/06/2015,0.0,-20.79,-20.45,20.8,0.0,-18681.408,0.0
3387,22/06/2015,0.0,-20.84,-20.45,22.4,0.0,-20934.72,0.0
3388,23/06/2015,0.0,-20.86,-20.47,24.2,0.0,-22289.472,0.0
3389,24/06/2015,15.1,-20.87,-20.49,21.0,0.0,-20348.064,0.0
3390,25/06/2015,0.0,-20.8,-20.47,20.7,0.0,-20647.872,0.0
3391,26/06/2015,0.0,-20.95,-20.51,21.8,0.0,-22751.712,0.0
3392,27/06/2015,0.0,-20.99,-20.55,23.6,0.0,-24131.52,0.0
3393,28/06/2015,0.0,-21.0,-20.59,25.0,0.0,-23143.968,0.0
3394,29/06/2015,0.0,-21.17,-20.67,24.3,0.0,-24166.08,0.0
3395,30/06/2015,0.0,-21.18,-20.7,25.8,0.0,-23764.32,0.0
3396,01/07/2015,0.0,-21.26,-20.73,26.5,0.0,-24380.352,0.0
3397,02/07/2015,0.0,-21.33,-20.79,28.2,0.0,-24616.224,0.0
3398,03/07/2015,0.0,-21.42,-20.85,28.9,0.0,-26137.728,0.0
3399,04/07/2015,0.0,-21.49,-20.9,28.7,0.0,-26865.216,0.0
3400,05/07/2015,0.0,-21.49,-20.9,29.3,0.0,-25206.336,0.0
3401,06/07/2015,0.0,-21.57,-20.93,30.5,0.0,-26646.624,0.0
3402,07/07/2015,0.0,-21.64,-20.98,30.9,0.0,-27395.712,0.0
3403,08/07/2015,0.0,-21.73,-21.01,29.9,0.0,-27727.488,0.0
3404,09/07/2015,0.0,-21.8,-21.06,27.9,0.0,-27482.112,0.0
3405,10/07/2015,0.0,-21.8,-21.14,26.9,0.0,-26416.8,0.0
3406,11/07/2015,0.0,-21.8,-21.13,27.1,0.0,-25650.432,0.0
3407,12/07/2015,0.0,-21.78,-21.14,28.6,0.0,-25368.768,0.0
3408,13/07/2015,0.8,-21.76,-21.15,28.6,0.0,-26046.144,0.0
3409,14/07/2015,0.0,-21.89,-21.21,29.7,0.0,-27841.536,0.0
3410,15/07/2015,0.0,-22.03,-21.29,30.6,0.0,-28728.864,0.0
3411,16/07/2015,0.0,-22.1,-21.35,31.3,0.0,-28376.352,0.0
3412,17/07/2015,0.0,-22.21,-21.42,30.5,0.0,-28207.872,0.0
3413,18/07/2015,0.0,-22.45,-21.53,31.1,0.0,-27414.72,0.0
3414,19/07/2015,0.0,-22.44,-21.57,30.8,0.0,-25500.096,0.0
3415,20/07/2015,0.0,-22.42,-21.56,30.9,0.0,-25850.016,0.0
3416,21/07/2015,0.0,-22.49,-21.64,31.1,0.0,-28160.352,0.0
3417,22/07/2015,1.2,-22.35,-21.62,27.5,0.0,-27399.168,0.0
3418,23/07/2015,0.0,-21.97,-21.47,28.0,0.0,-22892.544,0.0
3419,24/07/2015,0.0,-22.3,-21.57,27.8,0.0,-26853.984,0.0
3420,25/07/2015,0.7,-22.23,-21.57,25.5,0.0,-23505.12,0.0
3421,26/07/2015,0.0,-21.89,-21.44,28.0,0.0,-18931.968,0.0
3422,27/07/2015,0.0,-22.24,-21.52,27.6,0.0,-24515.136,0.0
3423,28/07/2015,0.0,-22.32,-21.59,28.5,0.0,-26398.656,0.0
3424,29/07/2015,0.0,-22.41,-21.66,28.1,0.0,-26218.08,0.0
3425,30/07/2015,0.3,-22.43,-21.69,28.3,0.0,-26103.168,0.0
3426,31/07/2015,0.0,-22.38,-21.7,26.6,0.0,-25887.168,0.0
3427,01/08/2015,0.0,-22.4,-21.71,27.4,0.0,-25680.672,0.0
3428,02/08/2015,2.5,-22.42,-21.79,26.4,0.0,-24391.584,0.0
3429,03/08/2015,0.0,-22.23,-21.7,27.0,0.0,-23098.176,0.0
3430,04/08/2015,0.0,-22.44,-21.77,28.5,0.0,-24751.872,0.0
3431,05/08/2015,0.0,-22.49,-21.82,29.8,0.0,-27578.88,0.0
3432,06/08/2015,0.0,-22.55,-21.88,29.6,0.0,-27463.968,0.0
3433,07/08/2015,0.0,-22.59,-21.92,30.4,0.0,-27449.28,0.0
3434,08/08/2015,0.9,-22.73,-21.99,29.4,0.0,-28468.8,0.0
3435,09/08/2015,12.5,-22.56,-21.97,26.0,0.0,-24516.864,0.0
3436,10/08/2015,2.4,-22.32,-21.83,21.9,0.0,-19692.288,0.0
3437,11/08/2015,0.0,-22.44,-21.86,25.0,0.0,-24516.864,0.0
3438,12/08/2015,0.0,-22.47,-21.89,27.3,0.0,-26351.136,0.0
3439,13/08/2015,0.0,-22.55,-21.93,28.0,0.0,-27103.68,0.0
3440,14/08/2015,0.0,-22.58,-21.94,28.5,0.0,-27241.92,0.0
3441,15/08/2015,2.4,-22.56,-21.95,25.4,0.0,-24745.824,0.0
3442,16/08/2015,7.6,-22.18,-21.8,21.1,0.0,-18365.184,0.0
3443,17/08/2015,0.2,-22.36,-21.85,22.3,0.0,-22640.256,0.0
3444,18/08/2015,0.2,-22.46,-21.9,23.6,0.0,-25101.792,0.0
3445,19/08/2015,9.5,-22.48,-21.93,21.1,0.0,-24729.408,0.0
3446,20/08/2015,0.0,-23.26,-22.14,21.2,0.0,-32542.56,0.0
3447,21/08/2015,0.0,-22.74,-22.19,22.0,0.0,-27593.568,0.0
3448,22/08/2015,0.0,-22.66,-22.09,21.9,0.0,-25788.672,0.0
3449,23/08/2015,0.0,-22.68,-22.09,22.8,0.0,-26555.04,0.0
3450,24/08/2015,5.0,-22.66,-22.1,23.4,0.0,-25060.32,0.0
3451,25/08/2015,0.0,-22.62,-22.07,25.5,0.0,-25945.056,0.0
3452,26/08/2015,0.0,-22.59,-22.1,24.1,0.0,-25084.512,0.0
3453,27/08/2015,0.0,-22.67,-22.13,26.2,0.0,-27209.088,0.0
3454,28/08/2015,0.0,-22.8,-22.21,26.8,0.0,-28353.024,0.0
3455,29/08/2015,0.0,-22.84,-22.25,27.7,0.0,-27911.52,0.0
3456,30/08/2015,0.0,-22.89,-22.27,28.3,0.0,-27308.448,0.0
3457,31/08/2015,0.0,-22.9,-22.28,27.6,0.0,-28482.624,0.0
3458,01/09/2015,0.0,-22.92,-22.31,26.6,0.0,-28415.232,0.0
3459,02/09/2015,0.0,-22.95,-22.33,25.9,0.0,-27812.16,0.0
3460,03/09/2015,0.0,-22.97,-22.32,25.6,0.0,-28426.464,0.0
3461,04/09/2015,0.0,-22.79,-22.25,24.4,0.0,-28052.352,0.0
3462,05/09/2015,5.8,-22.74,-22.2,23.2,0.0,-26168.832,0.0
3463,06/09/2015,0.0,-22.75,-22.25,21.3,0.0,-25569.216,0.0
3464,07/09/2015,0.0,-22.78,-22.29,21.1,0.0,-26692.416,0.0
3465,08/09/2015,0.0,-22.82,-22.33,20.8,0.0,-27668.736,0.0
3466,09/09/2015,0.0,-22.81,-22.3,19.0,0.0,-26678.592,0.0
3467,10/09/2015,0.0,-22.77,-22.33,19.5,0.0,-26548.128,0.0
3468,11/09/2015,0.0,-22.86,-22.39,19.9,0.0,-27545.184,0.0
3469,12/09/2015,0.0,-22.96,-22.4,21.4,0.0,-27476.064,0.0
3470,13/09/2015,3.3,-22.88,-22.4,18.7,0.0,-25085.376,0.0
3471,14/09/2015,0.6,-22.74,-22.28,22.8,0.0,-24026.112,0.0
3472,15/09/2015,0.0,-22.69,-22.28,25.6,0.0,-24937.632,0.0
3473,16/09/2015,0.1,-22.78,-22.3,26.9,0.0,-26803.008,0.0
3474,17/09/2015,0.0,-22.86,-22.36,28.6,0.0,-27829.44,0.0
3475,18/09/2015,0.0,-22.96,-22.44,27.1,0.0,-29021.76,0.0
3476,19/09/2015,0.0,-23.09,-22.52,24.2,0.0,-29511.648,0.0
3477,20/09/2015,0.0,-22.99,-22.48,20.4,0.0,-26267.328,0.0
3478,21/09/2015,0.0,-22.94,-22.5,19.9,0.0,-27500.256,0.0
3479,22/09/2015,0.0,-22.99,-22.55,19.0,20.8,-28181.088,2.4
3480,23/09/2015,0.2,-23.01,-22.54,18.7,18.2,-27787.104,2.4
3481,24/09/2015,5.8,-22.98,-22.56,15.9,15.4,-26486.784,2.4
3482,25/09/2015,1.2,-22.93,-22.57,16.6,16.3,-25620.192,2.5
3483,26/09/2015,0.0,-22.96,-22.56,18.0,17.4,-26234.496,2.4
3484,27/09/2015,0.0,-22.97,-22.61,17.6,16.7,-26028.0,2.4
3485,28/09/2015,0.0,-22.96,-22.61,17.3,16.5,-25448.256,2.4
3486,29/09/2015,0.0,-22.96,-22.62,17.2,16.6,-26834.976,2.4
3487,30/09/2015,0.0,-23.03,-22.66,16.6,15.3,-27612.576,2.4
3488,01/10/2015,3.2,-22.92,-22.61,16.2,15.7,-23602.752,2.4
3489,02/10/2015,1.2,-22.88,-22.57,19.1,18.9,-24506.496,2.4
3490,03/10/2015,1.4,-22.92,-22.57,18.4,17.8,-24546.24,2.4
3491,04/10/2015,0.0,-22.98,-22.62,17.7,17.4,-24778.656,2.4
3492,05/10/2015,2.4,-22.86,-22.56,20.5,20.0,-24928.128,2.4
3493,06/10/2015,0.4,-22.93,-22.57,21.0,20.7,-26005.536,2.4
3494,07/10/2015,41.2,-22.98,-22.59,18.2,17.9,-26067.744,2.6
3495,08/10/2015,0.0,-23.02,-22.66,18.6,18.2,-27260.064,2.5
3496,09/10/2015,0.0,-23.14,-22.73,16.6,16.3,-27767.232,2.5
3497,10/10/2015,20.2,-22.97,-22.6,15.7,15.3,-26251.776,2.5
3498,11/10/2015,0.0,-22.91,-22.6,14.6,14.2,-25371.36,2.5
3499,12/10/2015,0.2,-23.04,-22.69,14.9,14.5,-27298.944,2.5
3500,13/10/2015,1.6,-22.95,-22.64,18.3,17.7,-25084.512,2.5
3501,14/10/2015,27.4,-22.71,-22.56,18.0,17.6,-22602.24,2.6
3502,15/10/2015,0.2,-22.94,-22.6,16.6,16.5,-23734.944,2.6
3503,16/10/2015,0.8,-23.06,-22.72,14.9,15.2,-24782.112,2.5
3504,17/10/2015,0.0,-23.08,-22.77,14.9,14.9,-25723.872,2.5
3505,18/10/2015,3.0,-22.99,-22.72,14.7,14.8,-23512.032,2.5
3506,19/10/2015,3.0,-22.83,-22.6,16.2,15.9,-22759.488,2.5
3507,20/10/2015,0.0,-22.91,-22.62,13.2,13.9,-24113.376,2.5
3508,21/10/2015,0.0,-23.02,-22.69,12.9,13.1,-26091.936,2.5
3509,22/10/2015,0.0,-23.11,-22.77,12.7,12.5,-26271.648,2.5
3510,23/10/2015,0.0,-23.1,-22.83,14.1,13.8,-25812.0,2.5
3511,24/10/2015,0.0,-23.12,-22.85,15.6,15.1,-25736.832,2.6
3512,25/10/2015,0.0,-23.02,-22.73,11.7,11.6,-22330.944,2.5
3513,26/10/2015,0.0,-23.01,-22.73,11.4,10.9,-22315.392,2.5
3514,27/10/2015,0.0,-22.88,-22.69,13.6,13.3,-22135.68,2.8
3515,28/10/2015,1.6,-23.03,-22.71,15.6,15.4,-23315.904,3.2
