,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
6463,11/09/2017,1.4,10.2,6.0,11.6,11.6,-38.114999999999995,-51.53,-308.97,15.25,15.25,15.3,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6464,12/09/2017,0.0,1.6,0.2,0.4,3.4,-38.114999999999995,-51.53,-308.92,16.0,14.95,14.25,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6465,13/09/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-308.86,16.05,14.45,14.45,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6466,14/09/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-308.9,16.6,14.35,14.75,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6467,15/09/2017,0.0,0.0,0.0,0.0,0.4,-38.114999999999995,-51.53,-308.97,17.6,17.0,16.65,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6468,16/09/2017,11.0,6.4,22.8,7.2,14.6,-38.114999999999995,-51.53,-309.02,15.85,14.15,15.5,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6469,17/09/2017,14.0,13.9,14.8,13.6,14.6,-38.114999999999995,-51.53,-309.02,13.35,12.2,12.05,-0.21922381,-1.856627976,-3.614725641,-19.72291833
6470,18/09/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-309.03,14.45,12.35,13.15,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6471,19/09/2017,9.0,13.8,12.6,13.8,14.8,-38.114999999999995,-51.53,-309.11,10.8,10.15,10.55,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6472,20/09/2017,1.0,7.7,12.6,4.8,7.4,-38.114999999999995,-51.53,-309.1,10.65,10.65,11.0,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6473,21/09/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-309.08,12.4,10.45,11.3,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6474,22/09/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.09,13.55,11.1,11.95,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6475,23/09/2017,0.0,0.0,0.2,0.2,0.0,-38.114999999999995,-51.53,-309.12,14.05,12.3,12.7,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6476,24/09/2017,0.0,0.0,0.2,0.0,0.0,-38.114999999999995,-51.53,-309.18,13.15,11.15,11.7,-0.21922381,-1.856627976,-3.614725641,-19.72291833
6477,25/09/2017,1.4,2.4,4.0,4.6,9.4,-38.114999999999995,-51.53,-309.22,12.55,11.8,12.25,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6478,26/09/2017,0.0,0.0,0.2,0.2,0.2,-38.114999999999995,-51.53,-309.23,13.2,12.0,12.3,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6479,27/09/2017,0.0,0.0,0.2,0.2,0.2,-38.114999999999995,-51.53,-309.23,14.0,12.75,13.1,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6480,28/09/2017,0.0,0.0,0.2,0.4,0.2,-38.114999999999995,-51.53,-309.24,14.9,13.2,13.7,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6481,29/09/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.29,13.55,12.1,12.95,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6482,30/09/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.34,13.7,12.0,13.55,-0.230761905,-1.954345238,-3.804974359,-20.76096667
6483,01/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.37,13.95,12.6,12.5,-0.20844641,-1.506387617,-3.480983871,-18.94294069
6484,02/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.38,15.85,13.05,14.8,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6485,03/10/2017,0.0,0.0,0.4,0.0,0.8,-38.114999999999995,-51.53,-309.41,15.25,12.35,12.8,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6486,04/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.42,16.45,14.5,15.0,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6487,05/10/2017,0.0,0.0,0.2,0.2,0.0,-38.114999999999995,-51.53,-309.48,16.4,14.45,15.25,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6488,06/10/2017,0.0,0.0,0.2,0.2,0.4,-38.114999999999995,-51.53,-309.6,12.05,14.15,12.15,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6489,07/10/2017,2.4,12.6,1.4,7.8,4.4,-38.114999999999995,-51.53,-309.56,10.05,9.05,9.35,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6490,08/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.59,12.55,10.1,10.4,-0.20844641,-1.506387617,-3.480983871,-18.94294069
6491,09/10/2017,0.0,0.0,0.0,0.4,0.2,-38.114999999999995,-51.53,-309.63,13.05,13.3,12.15,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6492,10/10/2017,0.0,0.0,0.0,0.2,0.4,-38.114999999999995,-51.53,-309.63,13.95,12.5,12.2,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6493,11/10/2017,0.0,0.0,0.2,0.2,0.0,-38.114999999999995,-51.53,-309.62,14.45,12.55,12.75,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6494,12/10/2017,0.0,0.0,0.2,0.0,0.0,-38.114999999999995,-51.53,-309.63,14.3,12.95,12.9,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6495,13/10/2017,0.0,0.0,0.2,0.2,0.4,-38.114999999999995,-51.53,-309.65,15.9,13.1,13.6,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6496,14/10/2017,0.0,0.0,0.2,0.0,0.0,-38.114999999999995,-51.53,-309.67,16.75,13.5,14.9,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6497,15/10/2017,0.0,0.0,0.2,0.0,0.0,-38.114999999999995,-51.53,-309.69,17.3,14.0,15.4,-0.20844641,-1.506387617,-3.480983871,-18.94294069
6498,16/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.72,17.35,13.95,15.45,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6499,17/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.79,16.1,13.3,14.7,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6500,18/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.86,14.5,11.8,13.35,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6501,19/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-309.91,13.7,11.35,12.4,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6502,20/10/2017,0.0,0.0,0.2,0.0,0.0,-38.114999999999995,-51.53,-309.93,14.45,12.15,13.75,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6503,21/10/2017,0.0,0.0,0.2,0.0,0.0,-38.114999999999995,-51.53,-309.94,14.75,12.7,13.35,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6504,22/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.03,14.05,13.85,13.15,-0.20844641,-1.506387617,-3.480983871,-18.94294069
6505,23/10/2017,0.0,1.0,0.4,0.2,0.6,-38.114999999999995,-51.53,-310.08,8.65,9.2,8.95,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6506,24/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.06,11.7,9.65,11.2,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6507,25/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.05,12.45,12.55,11.95,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6508,26/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.04,15.5,12.6,14.6,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6509,27/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.14,12.25,10.85,11.55,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6510,28/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.18,11.0,10.15,10.0,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6511,29/10/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.26,10.4,8.45,8.8,-0.20844641,-1.506387617,-3.480983871,-18.94294069
6512,30/10/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-310.28,10.35,9.4,9.3,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6513,31/10/2017,0.0,0.0,0.0,0.0,0.2,-38.114999999999995,-51.53,-310.23,10.4,9.15,9.7,-0.219417274,-1.585671176,-3.664193548,-19.93993757
6514,01/11/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-310.25,9.75,7.8,9.1,-0.2036,-2.171277778,-3.641555556,-20.35956667
6515,02/11/2017,0.0,0.0,0.4,0.0,0.0,-38.114999999999995,-51.53,-310.28,10.5,8.35,8.75,-0.2036,-2.171277778,-3.641555556,-20.35956667
6516,03/11/2017,0.0,0.2,0.0,0.4,0.8,-38.114999999999995,-51.53,-310.35,12.55,10.6,10.8,-0.2036,-2.171277778,-3.641555556,-20.35956667
6517,04/11/2017,0.0,4.9,0.2,2.2,0.8,-38.114999999999995,-51.53,-310.37,11.3,10.2,10.6,-0.2036,-2.171277778,-3.641555556,-20.35956667
6518,05/11/2017,0.0,0.0,0.0,0.2,0.2,-38.114999999999995,-51.53,-310.45,10.1,10.55,9.5,-0.19342,-2.062713889,-3.459477778,-19.34158833
6519,06/11/2017,23.8,13.0,8.4,14.8,16.0,-38.114999999999995,-51.53,-310.53,6.75,7.75,6.6,-0.2036,-2.171277778,-3.641555556,-20.35956667
6520,07/11/2017,0.2,2.0,0.0,2.0,1.2,-38.114999999999995,-51.53,-310.53,5.85,4.9,4.7,-0.2036,-2.171277778,-3.641555556,-20.35956667
6521,08/11/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-310.51,7.0,5.7,6.3,-0.2036,-2.171277778,-3.641555556,-20.35956667
6522,09/11/2017,0.0,0.4,0.0,1.0,0.0,-38.114999999999995,-51.53,-310.5,7.45,7.9,6.75,-0.2036,-2.171277778,-3.641555556,-20.35956667
6523,10/11/2017,0.8,1.8,1.4,2.4,1.2,-38.114999999999995,-51.53,-310.53,7.9,7.35,6.7,-0.2036,-2.171277778,-3.641555556,-20.35956667
6524,11/11/2017,0.0,0.2,0.0,0.4,0.0,-38.114999999999995,-51.53,-310.58,9.1,7.25,7.95,-0.2036,-2.171277778,-3.641555556,-20.35956667
6525,12/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.66,7.85,5.75,6.1,-0.19342,-2.062713889,-3.459477778,-19.34158833
6526,13/11/2017,28.8,32.2,16.6,23.8,10.6,-38.114999999999995,-51.53,-310.81,4.4,4.3,4.5,-0.2036,-2.171277778,-3.641555556,-20.35956667
6527,14/11/2017,28.2,17.0,14.8,14.2,23.0,-38.114999999999995,-51.53,-310.73,2.8,4.55,2.65,-0.2036,-2.171277778,-3.641555556,-20.35956667
6528,15/11/2017,0.6,3.2,0.0,9.0,6.8,-38.114999999999995,-51.53,-310.7,4.15,5.75,4.0,-0.2036,-2.171277778,-3.641555556,-20.35956667
6529,16/11/2017,0.4,0.2,0.8,0.2,3.2,-38.114999999999995,-51.53,-310.69,6.55,6.45,6.5,-0.2036,-2.171277778,-3.641555556,-20.35956667
6530,17/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.72,7.4,7.0,7.3,-0.2036,-2.171277778,-3.641555556,-20.35956667
6531,18/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.75,5.4,5.25,4.35,-0.2036,-2.171277778,-3.641555556,-20.35956667
6532,19/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.78,6.75,5.4,5.2,-0.19342,-2.062713889,-3.459477778,-19.34158833
6533,20/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.76,7.05,4.7,5.5,-0.2036,-2.171277778,-3.641555556,-20.35956667
6534,21/11/2017,0.0,0.2,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.77,7.75,6.45,6.15,-0.2036,-2.171277778,-3.641555556,-20.35956667
6535,22/11/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-310.79,7.25,8.55,6.6,-0.2036,-2.171277778,-3.641555556,-20.35956667
6536,23/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.82,8.1,9.85,7.15,-0.2036,-2.171277778,-3.641555556,-20.35956667
6537,24/11/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-310.83,9.95,10.7,8.75,-0.2036,-2.171277778,-3.641555556,-20.35956667
6538,25/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-310.91,9.65,9.75,9.15,-0.2036,-2.171277778,-3.641555556,-20.35956667
6539,26/11/2017,1.2,18.5,8.4,20.0,8.6,-38.114999999999995,-51.53,-310.99,5.1,4.8,5.2,-0.19342,-2.062713889,-3.459477778,-19.34158833
6540,27/11/2017,0.4,1.0,0.0,1.2,1.6,-38.114999999999995,-51.53,-310.95,1.4,0.15,0.6,-0.2036,-2.171277778,-3.641555556,-20.35956667
6541,28/11/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.0,2.05,1.3,1.15,-0.2036,-2.171277778,-3.641555556,-20.35956667
6542,29/11/2017,4.4,15.6,10.2,17.2,13.0,-38.114999999999995,-51.53,-311.12,5.2,5.6,4.95,-0.2036,-2.171277778,-3.641555556,-20.35956667
6543,30/11/2017,14.6,19.0,22.8,22.6,23.0,-38.114999999999995,-51.53,-311.18,2.75,2.1,2.1,-0.2036,-2.171277778,-3.641555556,-20.35956667
6544,01/12/2017,0.0,8.0,1.2,5.8,4.8,-38.114999999999995,-51.53,-311.15,2.1,0.95,0.6,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6545,02/12/2017,0.0,0.6,0.0,1.2,0.4,-38.114999999999995,-51.53,-311.17,1.7,2.45,1.15,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6546,03/12/2017,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-311.15,0.7,0.55,0.8,-0.179471904,-2.009887617,-3.191842845,-18.48914516
6547,04/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.09,1.25,-0.25,1.45,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6548,05/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.04,6.0,3.45,4.85,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6549,06/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.05,4.3,4.3,2.95,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6550,07/12/2017,0.0,0.2,0.0,0.2,0.0,-38.114999999999995,-51.53,-311.1,5.0,4.15,2.75,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6551,08/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.22,6.0,6.6,6.3,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6552,09/12/2017,10.6,20.0,18.8,20.2,12.8,-38.114999999999995,-51.53,-311.35,2.45,-0.05,0.95,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6553,10/12/2017,0.0,1.2,0.0,0.4,0.0,-38.114999999999995,-51.53,-311.34,1.9,0.45,1.1,-0.179471904,-2.009887617,-3.191842845,-18.48914516
6554,11/12/2017,7.8,31.4,24.8,30.2,36.4,-38.114999999999995,-51.53,-311.44,8.8,9.4,8.6,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6555,12/12/2017,1.0,3.0,0.0,3.6,2.4,-38.114999999999995,-51.53,-311.41,7.45,7.6,7.3,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6556,13/12/2017,18.0,19.6,15.4,19.2,13.0,-38.114999999999995,-51.53,-311.38,5.5,4.65,5.05,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6557,14/12/2017,0.0,0.2,0.0,0.2,0.2,-38.114999999999995,-51.53,-311.44,6.25,5.75,6.1,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6558,15/12/2017,0.2,1.4,0.6,1.8,0.6,-38.114999999999995,-51.53,-311.55,5.3,5.9,5.3,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6559,16/12/2017,30.2,54.3,45.4,48.8,38.0,-38.114999999999995,-51.53,-311.57,2.3,2.55,1.95,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6560,17/12/2017,10.0,3.4,11.8,2.6,6.8,-38.114999999999995,-51.53,-311.5,0.5,0.6,-0.05,-0.179471904,-2.009887617,-3.191842845,-18.48914516
6561,18/12/2017,12.8,8.6,0.0,6.2,0.0,-38.114999999999995,-51.53,-311.46,0.75,-0.7,-0.5,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6562,19/12/2017,1.0,3.4,0.0,3.2,0.0,-38.114999999999995,-51.53,-311.45,-1.9,-1.5,-2.3,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6563,20/12/2017,0.0,0.2,0.0,1.4,0.0,-38.114999999999995,-51.53,-311.46,-1.4,-1.35,-1.55,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6564,21/12/2017,0.0,0.0,0.0,0.8,0.0,-38.114999999999995,-51.53,-311.48,0.65,0.0,-0.15,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6565,22/12/2017,0.0,0.0,0.0,0.0,0.2,-38.114999999999995,-51.53,-311.52,5.55,4.8,4.55,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6566,23/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.52,6.9,4.6,6.1,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6567,24/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.54,6.45,6.7,5.45,-0.179471904,-2.009887617,-3.191842845,-18.48914516
6568,25/12/2017,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.59,5.55,6.0,3.2,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6569,26/12/2017,0.0,0.0,0.0,0.4,0.0,-38.114999999999995,-51.53,-311.7,5.05,5.15,4.4,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6570,27/12/2017,11.2,15.8,16.2,19.2,20.6,-38.114999999999995,-51.53,-311.91,4.7,5.0,4.9,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6571,28/12/2017,40.6,44.2,48.2,47.6,32.4,-38.114999999999995,-51.53,-312.01,1.5,2.1,1.7,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6572,29/12/2017,2.6,5.4,2.4,4.6,0.0,-38.114999999999995,-51.53,-311.88,1.1,0.7,0.75,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6573,30/12/2017,0.0,2.2,0.0,3.2,1.2,-38.114999999999995,-51.53,-311.82,3.7,4.1,3.9,-0.188917794,-2.115671176,-3.359834574,-19.46225806
6574,31/12/2017,0.0,0.2,0.0,0.6,7.6,-38.114999999999995,-51.53,-311.79,6.8,6.85,6.05,-0.179471904,-2.009887617,-3.191842845,-18.48914516
6575,01/01/2018,0.2,1.0,0.2,1.8,0.8,-38.114999999999995,-51.53,-311.88,6.9,6.85,6.35,-0.198730489,-1.935691988,-3.335150884,-19.341436
6576,02/01/2018,8.6,9.6,3.8,8.0,6.8,-38.114999999999995,-51.53,-311.92,4.9,3.6,3.6,-0.198730489,-1.935691988,-3.335150884,-19.341436
6577,03/01/2018,0.0,0.0,0.0,0.0,0.4,-38.114999999999995,-51.53,-311.93,6.05,4.45,4.45,-0.198730489,-1.935691988,-3.335150884,-19.341436
6578,04/01/2018,0.0,0.2,0.0,0.2,0.2,-38.114999999999995,-51.53,-311.99,8.25,6.9,7.45,-0.198730489,-1.935691988,-3.335150884,-19.341436
6579,05/01/2018,0.0,0.0,0.0,0.0,0.2,-38.114999999999995,-51.53,-312.0,8.9,8.45,7.35,-0.198730489,-1.935691988,-3.335150884,-19.341436
6580,06/01/2018,0.0,0.4,0.4,0.6,0.0,-38.114999999999995,-51.53,-312.0,8.3,8.35,7.15,-0.198730489,-1.935691988,-3.335150884,-19.341436
6581,07/01/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.99,9.95,10.8,8.8,-0.188793965,-1.838907388,-3.16839334,-18.3743642
6582,08/01/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-311.98,11.2,11.75,9.2,-0.198730489,-1.935691988,-3.335150884,-19.341436
6583,09/01/2018,7.8,4.5,17.0,5.8,3.8,-38.114999999999995,-51.53,-312.01,6.6,6.5,6.45,-0.198730489,-1.935691988,-3.335150884,-19.341436
6584,10/01/2018,10.6,13.0,20.6,12.0,7.4,-38.114999999999995,-51.53,-312.08,5.15,5.1,4.5,-0.198730489,-1.935691988,-3.335150884,-19.341436
6585,11/01/2018,18.8,13.2,18.8,14.0,4.6,-38.114999999999995,-51.53,-312.17,3.15,3.8,2.9,-0.198730489,-1.935691988,-3.335150884,-19.341436
6586,12/01/2018,14.4,32.4,19.6,35.4,20.4,-38.114999999999995,-51.53,-312.17,3.6,3.9,3.95,-0.198730489,-1.935691988,-3.335150884,-19.341436
6587,13/01/2018,0.0,0.0,0.0,0.0,8.4,-38.114999999999995,-51.53,-312.15,2.65,2.0,2.1,-0.198730489,-1.935691988,-3.335150884,-19.341436
6588,14/01/2018,0.0,0.0,0.0,0.0,0.4,-38.114999999999995,-51.53,-312.17,2.75,1.25,1.35,-0.188793965,-1.838907388,-3.16839334,-18.3743642
6589,15/01/2018,0.0,0.0,0.0,0.0,1.6,-38.114999999999995,-51.53,-312.17,2.95,2.45,1.95,-0.198730489,-1.935691988,-3.335150884,-19.341436
6590,16/01/2018,0.0,0.0,0.0,0.4,1.4,-38.114999999999995,-51.53,-312.25,6.25,6.35,6.5,-0.198730489,-1.935691988,-3.335150884,-19.341436
6591,17/01/2018,0.2,0.0,0.0,0.0,0.4,-38.114999999999995,-51.53,-312.35,5.95,3.1,5.75,-0.198730489,-1.935691988,-3.335150884,-19.341436
6592,18/01/2018,0.0,1.4,0.4,2.4,0.4,-38.114999999999995,-51.53,-312.27,4.8,2.05,3.8,-0.198730489,-1.935691988,-3.335150884,-19.341436
6593,19/01/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-312.34,4.9,4.75,3.3,-0.198730489,-1.935691988,-3.335150884,-19.341436
6594,20/01/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-312.37,6.05,5.65,5.0,-0.198730489,-1.935691988,-3.335150884,-19.341436
6595,21/01/2018,0.2,0.8,0.2,1.4,0.0,-38.114999999999995,-51.53,-312.44,6.45,5.0,5.65,-0.188793965,-1.838907388,-3.16839334,-18.3743642
6596,22/01/2018,0.0,0.0,0.0,0.0,0.2,-38.114999999999995,-51.53,-312.4,4.75,3.85,3.7,-0.198730489,-1.935691988,-3.335150884,-19.341436
6597,23/01/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-312.38,7.5,5.95,6.85,-0.198730489,-1.935691988,-3.335150884,-19.341436
6598,24/01/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-312.32,6.55,4.65,4.6,-0.198730489,-1.935691988,-3.335150884,-19.341436
6599,25/01/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-312.37,5.35,4.4,4.5,-0.198730489,-1.935691988,-3.335150884,-19.341436
6600,26/01/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-312.44,5.05,5.35,4.75,-0.198730489,-1.935691988,-3.335150884,-19.341436
6601,27/01/2018,0.4,2.0,2.2,3.0,4.0,-38.114999999999995,-51.53,-312.43,8.4,5.55,6.15,-0.198730489,-1.935691988,-3.335150884,-19.341436
6602,28/01/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-312.41,8.1,5.8,6.65,-0.188793965,-1.838907388,-3.16839334,-18.3743642
6603,29/01/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-312.45,6.7,6.95,5.9,-0.198730489,-1.935691988,-3.335150884,-19.341436
6604,30/01/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-312.52,5.0,5.05,3.6,-0.198730489,-1.935691988,-3.335150884,-19.341436
6605,31/01/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-312.61,6.3,5.05,4.35,-0.198730489,-1.935691988,-3.335150884,-19.341436
6606,01/02/2018,1.6,7.0,4.8,9.2,5.4,-38.114999999999995,-51.53,-312.73,5.6,5.7,5.1,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6607,02/02/2018,12.4,16.9,9.6,18.0,9.0,-38.114999999999995,-51.53,-312.83,6.3,6.5,6.0,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6608,03/02/2018,34.8,49.9,43.6,55.4,9.8,-38.114999999999995,-51.53,-312.9,2.7,2.3,2.85,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6609,04/02/2018,7.2,3.8,3.8,4.2,0.0,-38.114999999999995,-51.53,-312.81,0.8,0.15,0.7,-0.20799426,-1.687679847,-3.335620128,-20.18705166
6610,05/02/2018,0.0,0.0,0.0,0.4,0.0,-38.114999999999995,-51.53,-312.78,4.1,3.4,2.3,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6611,06/02/2018,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.53,-312.88,2.8,3.6,1.85,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6612,07/02/2018,21.4,26.0,14.2,29.8,16.8,-38.114999999999995,-51.53,-312.95,3.25,3.1,2.75,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6613,08/02/2018,5.6,2.2,4.4,3.2,15.4,-38.114999999999995,-51.53,-312.9,1.85,1.15,1.75,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6614,09/02/2018,0.2,0.0,0.2,0.2,6.2,-38.114999999999995,-51.53,-312.9,3.1,2.3,1.75,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6615,10/02/2018,0.0,0.0,0.0,0.0,2.6,-38.114999999999995,-51.53,-312.99,2.15,2.65,1.6,-0.218941327,-1.776505102,-3.511179082,-21.24952806
6616,11/02/2018,0.0,0.0,0.0,0.2,0.0,-38.114999999999995,-51.53,-313.01,0.8,1.55,1.05,-0.20799426,-1.687679847,-3.335620128,-20.18705166
